"","filename","sti","ai","pi","min_ess"
"54","article_0_0_0_3_0_106.RDa",2,1,2,84.2625504439097
"55","article_0_0_0_3_0_106.RDa",2,2,1,56.0459212685622
"56","article_0_0_0_3_0_106.RDa",2,2,2,46.5440115765879
"57","article_0_0_0_3_0_107.RDa",1,1,1,51.6495034597764
"58","article_0_0_0_3_0_107.RDa",1,1,2,40.8661281215369
"59","article_0_0_0_3_0_107.RDa",1,2,1,68.0935180775519
"60","article_0_0_0_3_0_107.RDa",1,2,2,79.4810339907672
"61","article_0_0_0_3_0_107.RDa",2,1,1,76.3137860975345
"62","article_0_0_0_3_0_107.RDa",2,1,2,67.7973677036287
"63","article_0_0_0_3_0_107.RDa",2,2,1,68.9928506523919
"64","article_0_0_0_3_0_107.RDa",2,2,2,44.5032788854022
"65","article_0_0_0_3_0_108.RDa",1,1,1,30.2302699675531
"66","article_0_0_0_3_0_108.RDa",1,1,2,44.9426976660809
"67","article_0_0_0_3_0_108.RDa",1,2,1,25.6012238478815
"68","article_0_0_0_3_0_108.RDa",1,2,2,27.3285691583153
"69","article_0_0_0_3_0_108.RDa",2,1,1,33.0004847109374
"70","article_0_0_0_3_0_108.RDa",2,1,2,41.6875381294598
"71","article_0_0_0_3_0_108.RDa",2,2,1,48.1936736370647
"72","article_0_0_0_3_0_108.RDa",2,2,2,30.6929127704596
"73","article_0_0_0_3_0_109.RDa",1,1,1,44.1504102200043
"74","article_0_0_0_3_0_109.RDa",1,1,2,26.6949240549716
"75","article_0_0_0_3_0_109.RDa",1,2,1,47.7168071070404
"76","article_0_0_0_3_0_109.RDa",1,2,2,36.4730045293848
"77","article_0_0_0_3_0_109.RDa",2,1,1,104.075406946818
"78","article_0_0_0_3_0_109.RDa",2,1,2,52.8859244810592
"79","article_0_0_0_3_0_109.RDa",2,2,1,39.2737635792719
"80","article_0_0_0_3_0_109.RDa",2,2,2,30.2282877853316
"81","article_0_0_0_3_0_110.RDa",1,1,1,19.2171771448094
"82","article_0_0_0_3_0_110.RDa",1,1,2,13.6074258187443
"83","article_0_0_0_3_0_110.RDa",1,2,1,15.4369573081825
"84","article_0_0_0_3_0_110.RDa",1,2,2,6.10539139588461
"85","article_0_0_0_3_0_110.RDa",2,1,1,14.3623502648797
"86","article_0_0_0_3_0_110.RDa",2,1,2,28.4516468873926
"87","article_0_0_0_3_0_110.RDa",2,2,1,7.86218540980965
"88","article_0_0_0_3_0_110.RDa",2,2,2,36.9916031711395
"89","article_0_0_0_3_0_111.RDa",1,1,1,29.7673675888276
"90","article_0_0_0_3_0_111.RDa",1,1,2,21.4068641804347
"91","article_0_0_0_3_0_111.RDa",1,2,1,24.7168692461395
"92","article_0_0_0_3_0_111.RDa",1,2,2,51.7885838171698
"93","article_0_0_0_3_0_111.RDa",2,1,1,16.1507964203843
"94","article_0_0_0_3_0_111.RDa",2,1,2,33.2760779638858
"95","article_0_0_0_3_0_111.RDa",2,2,1,41.3568282991759
"96","article_0_0_0_3_0_111.RDa",2,2,2,16.6809307861515
"97","article_0_0_0_3_0_112.RDa",1,1,1,63.046438342529
"98","article_0_0_0_3_0_112.RDa",1,1,2,75.8870858832198
"99","article_0_0_0_3_0_112.RDa",1,2,1,77.5764903078991
"100","article_0_0_0_3_0_112.RDa",1,2,2,58.7363332658938
"101","article_0_0_0_3_0_112.RDa",2,1,1,59.1724001575755
"102","article_0_0_0_3_0_112.RDa",2,1,2,54.6104781456429
"103","article_0_0_0_3_0_112.RDa",2,2,1,69.0727818923411
"104","article_0_0_0_3_0_112.RDa",2,2,2,23.9148442406303
"105","article_0_0_0_3_0_113.RDa",1,1,1,74.4679741345641
"106","article_0_0_0_3_0_113.RDa",1,1,2,43.9632605226323
"107","article_0_0_0_3_0_113.RDa",1,2,1,75.093802611247
"108","article_0_0_0_3_0_113.RDa",1,2,2,61.8213348172978
"109","article_0_0_0_3_0_113.RDa",2,1,1,91.6975020309455
"110","article_0_0_0_3_0_113.RDa",2,1,2,91.000315046162
"111","article_0_0_0_3_0_113.RDa",2,2,1,45.8079600319873
"112","article_0_0_0_3_0_113.RDa",2,2,2,45.2003235849149
"113","article_0_0_0_3_0_114.RDa",1,1,1,21.3481963998779
"114","article_0_0_0_3_0_114.RDa",1,1,2,26.8076424823645
"115","article_0_0_0_3_0_114.RDa",1,2,1,29.9231818519742
"116","article_0_0_0_3_0_114.RDa",1,2,2,12.321624661001
"117","article_0_0_0_3_0_114.RDa",2,1,1,24.6938746410204
"118","article_0_0_0_3_0_114.RDa",2,1,2,23.0556736817545
"119","article_0_0_0_3_0_114.RDa",2,2,1,40.5896116933696
"120","article_0_0_0_3_0_114.RDa",2,2,2,29.0589758056375
"121","article_0_0_0_3_0_115.RDa",1,1,1,26.7139981898789
"122","article_0_0_0_3_0_115.RDa",1,1,2,22.8368890443277
"123","article_0_0_0_3_0_115.RDa",1,2,1,12.0482088330099
"124","article_0_0_0_3_0_115.RDa",1,2,2,13.8723217732115
"125","article_0_0_0_3_0_115.RDa",2,1,1,5.93199552266762
"126","article_0_0_0_3_0_115.RDa",2,1,2,5.47072159879358
"127","article_0_0_0_3_0_115.RDa",2,2,1,12.732887949832
"128","article_0_0_0_3_0_115.RDa",2,2,2,9.03149760262647
"129","article_0_0_0_3_0_116.RDa",1,1,1,113.576565022216
"130","article_0_0_0_3_0_116.RDa",1,1,2,110.731177736132
"131","article_0_0_0_3_0_116.RDa",1,2,1,155.737347381939
"132","article_0_0_0_3_0_116.RDa",1,2,2,116.27928919223
"133","article_0_0_0_3_0_116.RDa",2,1,1,77.3961452829025
"134","article_0_0_0_3_0_116.RDa",2,1,2,100.352410189693
"135","article_0_0_0_3_0_116.RDa",2,2,1,80.7546320485589
"136","article_0_0_0_3_0_116.RDa",2,2,2,69.7287810279608
"137","article_0_0_0_3_0_117.RDa",1,1,1,30.1459268859148
"138","article_0_0_0_3_0_117.RDa",1,1,2,29.6608002214156
"139","article_0_0_0_3_0_117.RDa",1,2,1,71.0081496561585
"140","article_0_0_0_3_0_117.RDa",1,2,2,53.7564668607902
"141","article_0_0_0_3_0_117.RDa",2,1,1,20.9919894819107
"142","article_0_0_0_3_0_117.RDa",2,1,2,56.6876008649034
"143","article_0_0_0_3_0_117.RDa",2,2,1,26.0959651386846
"144","article_0_0_0_3_0_117.RDa",2,2,2,21.4817868964249
"145","article_0_0_0_3_0_118.RDa",1,1,1,447.968910922966
"146","article_0_0_0_3_0_118.RDa",1,1,2,416.365267888489
"147","article_0_0_0_3_0_118.RDa",1,2,1,477.844540298914
"148","article_0_0_0_3_0_118.RDa",1,2,2,642.294404196571
"149","article_0_0_0_3_0_118.RDa",2,1,1,644.83169188526
"150","article_0_0_0_3_0_118.RDa",2,1,2,581.796625829139
"151","article_0_0_0_3_0_118.RDa",2,2,1,550.892711008633
"152","article_0_0_0_3_0_118.RDa",2,2,2,576.844963133789
"153","article_0_0_0_3_0_119.RDa",1,1,1,242.416441803988
"154","article_0_0_0_3_0_119.RDa",1,1,2,223.833258990152
"155","article_0_0_0_3_0_119.RDa",1,2,1,192.738376836989
"156","article_0_0_0_3_0_119.RDa",1,2,2,110.68789575946
"157","article_0_0_0_3_0_119.RDa",2,1,1,170.5388904152
"158","article_0_0_0_3_0_119.RDa",2,1,2,211.448783064883
"159","article_0_0_0_3_0_119.RDa",2,2,1,126.528569727627
"160","article_0_0_0_3_0_119.RDa",2,2,2,194.666094022578
"161","article_0_0_0_3_1_120.RDa",1,1,1,226.996460652603
"162","article_0_0_0_3_1_120.RDa",1,1,2,202.773563066745
"163","article_0_0_0_3_1_120.RDa",1,2,1,162.670426066606
"164","article_0_0_0_3_1_120.RDa",1,2,2,134.647122333629
"165","article_0_0_0_3_1_120.RDa",2,1,1,154.349151629614
"166","article_0_0_0_3_1_120.RDa",2,1,2,149.237866821994
"167","article_0_0_0_3_1_120.RDa",2,2,1,190.414441163907
"168","article_0_0_0_3_1_120.RDa",2,2,2,191.095159779187
"169","article_0_0_0_3_1_121.RDa",1,1,1,9.10188947811569
"170","article_0_0_0_3_1_121.RDa",1,1,2,28.2330619555933
"171","article_0_0_0_3_1_121.RDa",1,2,1,31.6046269414245
"172","article_0_0_0_3_1_121.RDa",1,2,2,22.992053822139
"173","article_0_0_0_3_1_121.RDa",2,1,1,45.8250746235439
"174","article_0_0_0_3_1_121.RDa",2,1,2,10.0627606293833
"175","article_0_0_0_3_1_121.RDa",2,2,1,55.4656827397735
"176","article_0_0_0_3_1_121.RDa",2,2,2,18.4714420915616
"177","article_0_0_0_3_1_122.RDa",1,1,1,6.5107592209379
"178","article_0_0_0_3_1_122.RDa",1,1,2,12.08948043237
"179","article_0_0_0_3_1_122.RDa",1,2,1,4.94845854109612
"180","article_0_0_0_3_1_122.RDa",1,2,2,5.14171528481123
"181","article_0_0_0_3_1_122.RDa",2,1,1,6.19021011416948
"182","article_0_0_0_3_1_122.RDa",2,1,2,3.67438841710954
"183","article_0_0_0_3_1_122.RDa",2,2,1,6.48358002701969
"184","article_0_0_0_3_1_122.RDa",2,2,2,4.33325844732379
"185","article_0_0_0_3_1_123.RDa",1,1,1,65.676254247005
"186","article_0_0_0_3_1_123.RDa",1,1,2,31.8941891484465
"187","article_0_0_0_3_1_123.RDa",1,2,1,64.0274156818966
"188","article_0_0_0_3_1_123.RDa",1,2,2,98.017714708983
"189","article_0_0_0_3_1_123.RDa",2,1,1,46.7989296774464
"190","article_0_0_0_3_1_123.RDa",2,1,2,61.5583316970602
"191","article_0_0_0_3_1_123.RDa",2,2,1,55.3065970890394
"192","article_0_0_0_3_1_123.RDa",2,2,2,65.3849988180827
"193","article_0_0_0_3_1_124.RDa",1,1,1,161.074561974441
"194","article_0_0_0_3_1_124.RDa",1,1,2,95.2461319649222
"195","article_0_0_0_3_1_124.RDa",1,2,1,183.972012618857
"196","article_0_0_0_3_1_124.RDa",1,2,2,117.769198900824
"197","article_0_0_0_3_1_124.RDa",2,1,1,126.367504222424
"198","article_0_0_0_3_1_124.RDa",2,1,2,75.0995300350045
"199","article_0_0_0_3_1_124.RDa",2,2,1,108.018778831318
"200","article_0_0_0_3_1_124.RDa",2,2,2,82.5823147092288
"201","article_0_0_0_3_1_125.RDa",1,1,1,287.658947749157
"202","article_0_0_0_3_1_125.RDa",1,1,2,432.919603665343
"203","article_0_0_0_3_1_125.RDa",1,2,1,286.408482069838
"204","article_0_0_0_3_1_125.RDa",1,2,2,290.93941910243
"205","article_0_0_0_3_1_125.RDa",2,1,1,328.478903971151
"206","article_0_0_0_3_1_125.RDa",2,1,2,323.510728327961
"207","article_0_0_0_3_1_125.RDa",2,2,1,448.79124392264
"208","article_0_0_0_3_1_125.RDa",2,2,2,495.844757202166
"209","article_0_0_0_3_1_126.RDa",1,1,1,64.8274456189468
"210","article_0_0_0_3_1_126.RDa",1,1,2,26.0890633344369
"211","article_0_0_0_3_1_126.RDa",1,2,1,36.7903134260367
"212","article_0_0_0_3_1_126.RDa",1,2,2,28.9732157353536
"213","article_0_0_0_3_1_126.RDa",2,1,1,47.9260267587773
"214","article_0_0_0_3_1_126.RDa",2,1,2,16.1604779292902
"215","article_0_0_0_3_1_126.RDa",2,2,1,19.1618333326552
"216","article_0_0_0_3_1_126.RDa",2,2,2,25.1057347750548
"217","article_0_0_0_3_1_127.RDa",1,1,1,108.784792302425
"218","article_0_0_0_3_1_127.RDa",1,1,2,65.1592731885324
"219","article_0_0_0_3_1_127.RDa",1,2,1,113.881086255381
"220","article_0_0_0_3_1_127.RDa",1,2,2,99.6788681759071
"221","article_0_0_0_3_1_127.RDa",2,1,1,160.590191207864
"222","article_0_0_0_3_1_127.RDa",2,1,2,62.8460904281773
"223","article_0_0_0_3_1_127.RDa",2,2,1,56.3443918193957
"224","article_0_0_0_3_1_127.RDa",2,2,2,101.46583219736
"225","article_0_0_0_3_1_128.RDa",1,1,1,7.96323605245034
"226","article_0_0_0_3_1_128.RDa",1,1,2,19.5277131829082
"227","article_0_0_0_3_1_128.RDa",1,2,1,13.4858584668412
"228","article_0_0_0_3_1_128.RDa",1,2,2,12.0273739210577
"229","article_0_0_0_3_1_128.RDa",2,1,1,38.709937773759
"230","article_0_0_0_3_1_128.RDa",2,1,2,27.2965068910173
"231","article_0_0_0_3_1_128.RDa",2,2,1,4.67191371236667
"232","article_0_0_0_3_1_128.RDa",2,2,2,5.21851371454816
"233","article_0_0_0_3_1_129.RDa",1,1,1,25.6079736144796
"234","article_0_0_0_3_1_129.RDa",1,1,2,6.98434063303449
"235","article_0_0_0_3_1_129.RDa",1,2,1,25.9956953165127
"236","article_0_0_0_3_1_129.RDa",1,2,2,9.92679732320569
"237","article_0_0_0_3_1_129.RDa",2,1,1,33.4365168462291
"238","article_0_0_0_3_1_129.RDa",2,1,2,19.3384063675273
"239","article_0_0_0_3_1_129.RDa",2,2,1,42.308524162802
"240","article_0_0_0_3_1_129.RDa",2,2,2,32.5175184395592
"241","article_0_0_0_3_1_130.RDa",1,1,1,37.5481171042749
"242","article_0_0_0_3_1_130.RDa",1,1,2,45.9427997660815
"243","article_0_0_0_3_1_130.RDa",1,2,1,92.7279653800379
"244","article_0_0_0_3_1_130.RDa",1,2,2,52.9282442262497
"245","article_0_0_0_3_1_130.RDa",2,1,1,45.1857207540594
"246","article_0_0_0_3_1_130.RDa",2,1,2,72.7604160668066
"247","article_0_0_0_3_1_130.RDa",2,2,1,91.6672254681287
"248","article_0_0_0_3_1_130.RDa",2,2,2,52.0641367013258
"249","article_0_0_0_3_1_131.RDa",1,1,1,163.901321775361
"250","article_0_0_0_3_1_131.RDa",1,1,2,148.663496727653
"251","article_0_0_0_3_1_131.RDa",1,2,1,170.382590886713
"252","article_0_0_0_3_1_131.RDa",1,2,2,146.903422527397
"253","article_0_0_0_3_1_131.RDa",2,1,1,259.866266972007
"254","article_0_0_0_3_1_131.RDa",2,1,2,290.798613952365
"255","article_0_0_0_3_1_131.RDa",2,2,1,124.22662841425
"256","article_0_0_0_3_1_131.RDa",2,2,2,111.201726007362
"257","article_0_0_0_3_1_132.RDa",1,1,1,34.6953387263973
"258","article_0_0_0_3_1_132.RDa",1,1,2,54.0584016136548
"259","article_0_0_0_3_1_132.RDa",1,2,1,12.2162728389116
"260","article_0_0_0_3_1_132.RDa",1,2,2,47.9873699894719
"261","article_0_0_0_3_1_132.RDa",2,1,1,22.7898653657152
"262","article_0_0_0_3_1_132.RDa",2,1,2,83.7421649411513
"263","article_0_0_0_3_1_132.RDa",2,2,1,38.5309943506616
"264","article_0_0_0_3_1_132.RDa",2,2,2,90.4558057344565
"265","article_0_0_0_3_1_133.RDa",1,1,1,16.2500669446317
"266","article_0_0_0_3_1_133.RDa",1,1,2,37.2820628296818
"267","article_0_0_0_3_1_133.RDa",1,2,1,6.17286381570485
"268","article_0_0_0_3_1_133.RDa",1,2,2,7.16530491777471
"269","article_0_0_0_3_1_133.RDa",2,1,1,9.87749959459616
"270","article_0_0_0_3_1_133.RDa",2,1,2,51.0512067436818
"271","article_0_0_0_3_1_133.RDa",2,2,1,7.27501222770631
"272","article_0_0_0_3_1_133.RDa",2,2,2,9.47730173871603
"273","article_0_0_0_3_1_134.RDa",1,1,1,12.9766594050529
"274","article_0_0_0_3_1_134.RDa",1,1,2,18.2291975923107
"275","article_0_0_0_3_1_134.RDa",1,2,1,13.4404861253071
"276","article_0_0_0_3_1_134.RDa",1,2,2,5.0439288164094
"277","article_0_0_0_3_1_134.RDa",2,1,1,60.7648945565895
"278","article_0_0_0_3_1_134.RDa",2,1,2,28.3716514946891
"279","article_0_0_0_3_1_134.RDa",2,2,1,42.533168767583
"280","article_0_0_0_3_1_134.RDa",2,2,2,38.8497111042892
"281","article_0_0_0_3_1_135.RDa",1,1,1,74.9122952428777
"282","article_0_0_0_3_1_135.RDa",1,1,2,86.6124761387045
"283","article_0_0_0_3_1_135.RDa",1,2,1,79.8964647791367
"284","article_0_0_0_3_1_135.RDa",1,2,2,78.6058092034281
"285","article_0_0_0_3_1_135.RDa",2,1,1,56.5942589222769
"286","article_0_0_0_3_1_135.RDa",2,1,2,49.5518458864783
"287","article_0_0_0_3_1_135.RDa",2,2,1,45.734738521639
"288","article_0_0_0_3_1_135.RDa",2,2,2,72.2504341515717
"289","article_0_0_0_3_1_136.RDa",1,1,1,46.23371675042
"290","article_0_0_0_3_1_136.RDa",1,1,2,85.9786627082775
"291","article_0_0_0_3_1_136.RDa",1,2,1,38.6376171615624
"292","article_0_0_0_3_1_136.RDa",1,2,2,82.0435585637886
"293","article_0_0_0_3_1_136.RDa",2,1,1,64.5875359147027
"294","article_0_0_0_3_1_136.RDa",2,1,2,30.9295333292547
"295","article_0_0_0_3_1_136.RDa",2,2,1,41.5201670161259
"296","article_0_0_0_3_1_136.RDa",2,2,2,44.384819724131
"297","article_0_0_0_3_1_137.RDa",1,1,1,29.7936508587559
"298","article_0_0_0_3_1_137.RDa",1,1,2,61.8276639866141
"299","article_0_0_0_3_1_137.RDa",1,2,1,31.4848788625145
"300","article_0_0_0_3_1_137.RDa",1,2,2,31.5539940435611
"301","article_0_0_0_3_1_137.RDa",2,1,1,20.3558873947293
"302","article_0_0_0_3_1_137.RDa",2,1,2,13.4518022252833
"303","article_0_0_0_3_1_137.RDa",2,2,1,48.1381967958346
"304","article_0_0_0_3_1_137.RDa",2,2,2,21.9725686031831
"305","article_0_0_0_3_1_138.RDa",1,1,1,102.785667004946
"306","article_0_0_0_3_1_138.RDa",1,1,2,80.1520112086642
"307","article_0_0_0_3_1_138.RDa",1,2,1,149.833300892937
"308","article_0_0_0_3_1_138.RDa",1,2,2,204.274324351006
"309","article_0_0_0_3_1_138.RDa",2,1,1,99.5076371639276
"310","article_0_0_0_3_1_138.RDa",2,1,2,106.078177027707
"311","article_0_0_0_3_1_138.RDa",2,2,1,108.073082606562
"312","article_0_0_0_3_1_138.RDa",2,2,2,105.80640766401
"313","article_0_0_0_3_1_139.RDa",1,1,1,55.4700531335447
"314","article_0_0_0_3_1_139.RDa",1,1,2,7.74724726248249
"315","article_0_0_0_3_1_139.RDa",1,2,1,40.1640610401672
"316","article_0_0_0_3_1_139.RDa",1,2,2,19.199882860425
"317","article_0_0_0_3_1_139.RDa",2,1,1,4.29737377933863
"318","article_0_0_0_3_1_139.RDa",2,1,2,31.6387909683314
"319","article_0_0_0_3_1_139.RDa",2,2,1,21.2538162924332
"320","article_0_0_0_3_1_139.RDa",2,2,2,23.9158310383432
"321","article_0_0_1_3_0_140.RDa",1,1,1,217.922458940304
"322","article_0_0_1_3_0_140.RDa",1,1,2,117.235282073604
"323","article_0_0_1_3_0_140.RDa",1,2,1,153.922932878537
"324","article_0_0_1_3_0_140.RDa",1,2,2,203.039054160287
"325","article_0_0_1_3_0_140.RDa",2,1,1,121.790272305986
"326","article_0_0_1_3_0_140.RDa",2,1,2,190.733680382575
"327","article_0_0_1_3_0_140.RDa",2,2,1,102.04378689599
"328","article_0_0_1_3_0_140.RDa",2,2,2,152.032563589142
"329","article_0_0_1_3_0_141.RDa",1,1,1,183.701600657662
"330","article_0_0_1_3_0_141.RDa",1,1,2,106.960688344329
"331","article_0_0_1_3_0_141.RDa",1,2,1,116.873385036855
"332","article_0_0_1_3_0_141.RDa",1,2,2,134.076811086673
"333","article_0_0_1_3_0_141.RDa",2,1,1,63.7526332486658
"334","article_0_0_1_3_0_141.RDa",2,1,2,100.96152251097
"335","article_0_0_1_3_0_141.RDa",2,2,1,99.9036522010137
"336","article_0_0_1_3_0_141.RDa",2,2,2,75.083067721961
"337","article_0_0_1_3_0_142.RDa",1,1,1,78.9248465733505
"338","article_0_0_1_3_0_142.RDa",1,1,2,62.4307096908202
"339","article_0_0_1_3_0_142.RDa",1,2,1,34.7656158926737
"340","article_0_0_1_3_0_142.RDa",1,2,2,71.0591868901318
"341","article_0_0_1_3_0_142.RDa",2,1,1,67.0006830710898
"342","article_0_0_1_3_0_142.RDa",2,1,2,29.0056267736521
"343","article_0_0_1_3_0_142.RDa",2,2,1,75.9674240887579
"344","article_0_0_1_3_0_142.RDa",2,2,2,60.5118503304366
"345","article_0_0_1_3_0_143.RDa",1,1,1,56.323336186734
"346","article_0_0_1_3_0_143.RDa",1,1,2,64.7085848328155
"347","article_0_0_1_3_0_143.RDa",1,2,1,52.0063083950764
"348","article_0_0_1_3_0_143.RDa",1,2,2,69.1477167880621
"349","article_0_0_1_3_0_143.RDa",2,1,1,55.1966193187614
"350","article_0_0_1_3_0_143.RDa",2,1,2,57.951719630909
"351","article_0_0_1_3_0_143.RDa",2,2,1,86.7122213353317
"352","article_0_0_1_3_0_143.RDa",2,2,2,57.564878558472
"353","article_0_0_1_3_0_144.RDa",1,1,1,252.147313566938
"354","article_0_0_1_3_0_144.RDa",1,1,2,203.452018158658
"355","article_0_0_1_3_0_144.RDa",1,2,1,209.664451822293
"356","article_0_0_1_3_0_144.RDa",1,2,2,150.883443590106
"357","article_0_0_1_3_0_144.RDa",2,1,1,273.839554272263
"358","article_0_0_1_3_0_144.RDa",2,1,2,171.208255717929
"359","article_0_0_1_3_0_144.RDa",2,2,1,241.568991557799
"360","article_0_0_1_3_0_144.RDa",2,2,2,206.72451486461
"361","article_0_0_1_3_0_145.RDa",1,1,1,199.38083141677
"362","article_0_0_1_3_0_145.RDa",1,1,2,257.447281862576
"363","article_0_0_1_3_0_145.RDa",1,2,1,325.80388158261
"364","article_0_0_1_3_0_145.RDa",1,2,2,240.817056466169
"365","article_0_0_1_3_0_145.RDa",2,1,1,141.792212650783
"366","article_0_0_1_3_0_145.RDa",2,1,2,227.319937573565
"367","article_0_0_1_3_0_145.RDa",2,2,1,276.593969770555
"368","article_0_0_1_3_0_145.RDa",2,2,2,244.362404376008
"369","article_0_0_1_3_0_146.RDa",1,1,1,49.9917761754278
"370","article_0_0_1_3_0_146.RDa",1,1,2,51.4698876546652
"371","article_0_0_1_3_0_146.RDa",1,2,1,56.3369699955732
"372","article_0_0_1_3_0_146.RDa",1,2,2,47.359393172973
"373","article_0_0_1_3_0_146.RDa",2,1,1,65.9565611911122
"374","article_0_0_1_3_0_146.RDa",2,1,2,67.4318435024696
"375","article_0_0_1_3_0_146.RDa",2,2,1,41.8773393537749
"376","article_0_0_1_3_0_146.RDa",2,2,2,47.348064893029
"377","article_0_0_1_3_0_147.RDa",1,1,1,36.884531080286
"378","article_0_0_1_3_0_147.RDa",1,1,2,74.1068837985338
"379","article_0_0_1_3_0_147.RDa",1,2,1,142.523560309072
"380","article_0_0_1_3_0_147.RDa",1,2,2,52.10051269859
"381","article_0_0_1_3_0_147.RDa",2,1,1,40.8900695351714
"382","article_0_0_1_3_0_147.RDa",2,1,2,60.2286513138119
"383","article_0_0_1_3_0_147.RDa",2,2,1,42.8876970262415
"384","article_0_0_1_3_0_147.RDa",2,2,2,102.6204316504
"385","article_0_0_1_3_0_148.RDa",1,1,1,627.618098937681
"386","article_0_0_1_3_0_148.RDa",1,1,2,702.060021475186
"387","article_0_0_1_3_0_148.RDa",1,2,1,681.110212062989
"388","article_0_0_1_3_0_148.RDa",1,2,2,688.651128520637
"389","article_0_0_1_3_0_148.RDa",2,1,1,363.010867501726
"390","article_0_0_1_3_0_148.RDa",2,1,2,424.761319185012
"391","article_0_0_1_3_0_148.RDa",2,2,1,540.208747170237
"392","article_0_0_1_3_0_148.RDa",2,2,2,532.311618340767
"393","article_0_0_1_3_0_149.RDa",1,1,1,86.6413207611771
"394","article_0_0_1_3_0_149.RDa",1,1,2,73.0400415220238
"395","article_0_0_1_3_0_149.RDa",1,2,1,83.614950156962
"396","article_0_0_1_3_0_149.RDa",1,2,2,47.1651027795815
"397","article_0_0_1_3_0_149.RDa",2,1,1,67.2335219215643
"398","article_0_0_1_3_0_149.RDa",2,1,2,73.094298527562
"399","article_0_0_1_3_0_149.RDa",2,2,1,37.5270325396415
"400","article_0_0_1_3_0_149.RDa",2,2,2,39.4710050636094
"401","article_0_0_1_3_0_150.RDa",1,1,1,177.035567845122
"402","article_0_0_1_3_0_150.RDa",1,1,2,246.811240307788
